row col x_slope y_slope
5 15 0.3124369383 -0.1588749886
6 0 -0.1816824675 -0.9417012930
6 1 0.2812486887 -0.4399156570
6 2 0.1772500277 -0.4527392387
6 3 0.1371352673 -0.5057954788
6 4 0.1274210215 -0.7717254162
6 5 -0.0543286800 -0.6424150467
6 6 0.0686208010 -0.6025675535
6 7 -0.0580439568 -0.6526558399
6 8 -0.0052621365 -0.5004676580
6 9 -0.1034404039 -0.4823144674
6 10 0.3723124266 -0.4884713888
6 11 0.4099924564 -0.9253619909
6 12 -0.0985918045 -1.0625095367
6 13 0.2420942783 -1.1491006613
6 14 -0.0650923252 -1.0872060061
6 15 0.1796271801 -0.8047071695
7 0 0.1967611313 1.1117677689
7 1 0.2403972149 0.7268158197
7 2 -0.3068015575 1.4830048084
7 3 0.1856832504 1.4475299120
7 4 -0.8635116816 1.4502639771
7 5 0.3291052580 1.0686266422
7 6 -0.2766404152 1.1917613745
7 7 0.2447005510 1.6322530508
7 8 -0.2759826183 1.2365037203
7 9 -0.3501961231 0.7039853334
7 10 0.3787857294 0.9117085934
7 11 -0.0684082508 1.1726340055
7 12 0.0170757771 0.6302870512
7 13 0.2661960125 0.6679854393
7 14 0.1335884333 0.0291365385
7 15 -0.5296983719 0.8838616610
8 0 -0.6277699471 -1.5890411139
8 1 -0.4852507114 -3.6027865410
8 2 -0.1899694204 -3.5246970654
8 3 -0.6926534176 -3.8423622847
8 4 -0.2725965977 -3.8250133991
8 5 0.2843818665 -3.7290191650
8 6 0.7140219212 -3.4697468281
8 7 0.0714147091 -3.9134734869
8 8 -0.2459486723 -3.7407572269
8 9 0.1377823353 -3.9685868025
8 10 -0.1971513033 -3.9164204597
8 11 -0.0169962645 -4.1047980785
8 12 -0.0064477921 -4.1131446362
8 13 0.5387575626 -3.9788811207
8 14 -0.6132224798 -3.9626183510
8 15 0.4818373919 -3.1054091454
9 0 -0.7504421473 -3.6366798878
9 1 -0.0628358126 -3.2786566019
9 2 -0.5060826540 -3.9085720778
9 3 -0.3114129305 -3.8662638664
9 4 -0.1024087667 -3.7737351656
9 5 -0.8460600376 -4.2874499559
9 6 -0.5517392159 -4.5407727957
9 7 0.2497828007 -4.4877159595
9 8 0.2141864300 -4.4843996763
9 9 0.1855775118 -4.0716723204
9 10 -0.5012905598 -3.9288314581
9 11 -0.8361350298 -4.5199240446
9 12 -0.2709927559 -4.7055705786
9 13 -0.1319296360 -4.5287072659
9 14 -0.3905665874 -4.6659564972
9 15 -0.4072502851 -4.8070316315
10 0 -1.7133712769 4.5386301279
10 1 -2.2581155300 4.8535012007
10 2 -1.9884514809 4.8587372303
10 3 -1.7379546165 4.8639575243
10 4 -1.5048750639 4.8686275482
10 5 -1.2873744965 4.8730045557
10 6 -1.0892384052 4.8758958578
10 7 -1.6853833199 4.5545791388
10 8 -0.6623330116 3.9425623417
10 9 -2.1004116535 3.6217385530
10 10 -1.0025752783 3.6391327381
10 11 -0.8100386858 3.6346776485
10 12 -0.6295264959 3.6304066181
10 13 -0.4597405195 3.6266430616
10 14 -0.2999848127 3.6229460239
10 15 -2.0957164764 3.6542788744
11 0 0.1852215528 1.5321724415
11 1 -0.4687699080 0.7853974104
11 2 -1.4317080975 1.3475389481
11 3 -0.1824873686 2.2046574354
11 4 -0.0899963379 0.0077648163
11 5 -2.6106691360 2.0777937174
11 6 0.5618008375 3.1465333700
11 7 0.0844377279 2.6418808699
11 8 -1.0942653418 2.3360886574
11 9 0.4828606844 3.3563284874
11 10 -0.4768190384 2.0976489782
11 11 -1.1583874226 1.8761554956
11 12 0.1892116070 2.4476090670
11 13 -0.2063025236 2.1181958914
11 14 -0.9574649334 1.8612134457
11 15 -0.8919848204 3.7791286707
12 0 -0.6804970503 -0.0520561934
12 1 -0.8317613602 0.0139443874
12 2 -0.7631169558 -0.2013736963
12 3 -0.6246192455 -0.0686408281
12 4 -0.4549074173 0.0248000622
12 5 -0.3981634378 -0.0715857744
12 6 -0.4103857279 0.1767666340
12 7 -0.4244357347 -0.1162780523
12 8 -0.4956461191 -0.2662767172
12 9 -0.7258323431 0.0607926846
12 10 -0.4269136190 -0.0785031319
12 11 -0.3752049208 -0.0381513834
12 12 -0.5250604153 0.0194904804
12 13 -0.5784871578 0.3083668947
12 14 -0.5189132690 0.0029029846
12 15 -0.5558423996 -0.0939366817
13 0 -0.5687975883 -0.1606529951
13 1 -0.4170595407 0.0134856701
13 2 -0.5678592920 0.1608309746
13 3 -0.5909454823 -0.1226109266
13 4 -0.4963414669 0.0833969116
13 5 -0.9379855394 0.0119122267
13 6 -0.7177795172 -0.2680432796
13 7 -0.5191277266 0.0617402792
13 8 -0.6397724152 0.1475453377
13 9 -0.6592615843 -0.3877468109
13 10 -0.7510552406 -0.0722039938
13 11 -0.6535109282 -0.0028060675
13 12 -0.6735712290 -0.2490898371
13 13 -0.7169886827 0.0777822733
13 14 -0.5457545519 0.0448896885
13 15 -0.5825115442 -0.1174898148
14 0 -0.5693899393 -0.0078004599
14 1 -0.9704657793 0.0509072542
14 2 -0.4217820168 -0.1323364973
14 3 -0.5457473993 -0.1904456615
14 4 -0.9296814203 0.2501634359
14 5 -0.2211502790 -0.1847277880
14 6 -0.6726949215 0.2132312059
14 7 -0.4670512676 0.0841110945
14 8 -1.0272433758 0.2925587893
14 9 -0.8510724306 0.0004955530
14 10 -0.7836781740 -0.1740260124
14 11 -0.5805562735 0.1227800846
14 12 -0.5775351524 0.1483228207
14 13 -0.5860385895 0.0707975626
14 14 -0.6532232761 0.0659337044
14 15 -0.4736802578 0.0930340290
15 0 -0.3413728476 0.6227440834
15 1 -0.1506553888 0.2550649643
15 2 -0.2392988205 0.0932744741
15 3 0.0739938021 0.1656740904
15 4 -0.4596472979 0.9439698458
15 5 -0.5185999870 0.0846905708
15 6 -0.3593742847 0.0227961540
15 7 -0.0887994766 0.3368235826
15 8 -0.1215964556 0.1770452261
15 9 -0.4892849922 -0.2610852718
15 10 -0.4896949530 -0.2687854767
15 11 -0.4347348213 0.5799028873
15 12 -0.1709711552 -0.3280291557
15 13 -0.4148495197 0.4584348202
15 14 -0.0872541666 0.7351912260
15 15 0.0000000000 0.0000000000
