row col x_slope y_slope
6 12 0.0000000000 0.0000000000
6 13 0.0000000000 0.0000000000
6 14 0.0000000000 0.0000000000
6 15 0.0000000000 0.0000000000
7 0 0.0000000000 0.0000000000
7 1 0.0000000000 0.0000000000
7 2 0.0000000000 0.0000000000
7 3 0.0000000000 0.0000000000
7 4 -0.0000007693 -0.0000011575
7 5 -0.0000004675 -0.0000008331
7 6 -0.0000000099 -0.0000005262
7 7 0.0000006348 -0.0000000138
7 8 0.0000005355 0.0000002196
7 9 0.0000013295 0.0000003795
7 10 0.0000017712 0.0000007118
7 11 0.0000022954 0.0000011425
7 12 0.0000000000 0.0000000000
7 13 0.0000000000 0.0000000000
7 14 0.0000000000 0.0000000000
7 15 0.0000000000 0.0000000000
8 0 0.0000000000 0.0000000000
8 1 0.0000000000 0.0000000000
8 2 0.0000000000 0.0000000000
8 3 0.0000000000 0.0000000000
8 4 -0.0000004617 -0.0000001898
8 5 -0.0000001564 -0.0000000149
8 6 0.0000003010 0.0000002795
8 7 0.0000009244 0.0000003782
8 8 0.0000007253 0.0000007045
8 9 0.0000016141 0.0000012436
8 10 0.0000020575 0.0000015808
8 11 0.0000026098 0.0000018587
8 12 0.0000000000 0.0000000000
8 13 0.0000000000 0.0000000000
8 14 0.0000000000 0.0000000000
8 15 0.0000000000 0.0000000000
9 0 0.0000000000 0.0000000000
9 1 0.0000000000 0.0000000000
9 2 0.0000000000 0.0000000000
9 3 0.0000000000 0.0000000000
9 4 -0.0000005679 0.0000010919
9 5 0.0000001562 0.0000010348
9 6 0.0000006057 0.0000013374
9 7 0.0000010467 0.0000016344
9 8 0.0000014211 0.0000019129
9 9 0.0000019339 0.0000022312
9 10 0.0000023694 0.0000025227
9 11 0.0000026494 0.0000025627
9 12 0.0000000000 0.0000000000
9 13 0.0000000000 0.0000000000
9 14 0.0000000000 0.0000000000
9 15 0.0000000000 0.0000000000
10 0 0.0000000000 0.0000000000
10 1 0.0000000000 0.0000000000
10 2 0.0000000000 0.0000000000
10 3 0.0000000000 0.0000000000
10 4 0.0000000000 0.0000000000
10 5 0.0000002785 0.0000020147
10 6 0.0000009114 0.0000022573
10 7 0.0000013943 0.0000025400
10 8 0.0000017688 0.0000028132
10 9 0.0000022304 0.0000031212
10 10 0.0000027428 0.0000034846
10 11 0.0000020617 0.0000024095
10 12 0.0000000000 0.0000000000
10 13 0.0000000000 0.0000000000
10 14 0.0000000000 0.0000000000
10 15 0.0000000000 0.0000000000
11 0 0.0000000000 0.0000000000
11 1 0.0000000000 0.0000000000
11 2 0.0000000000 0.0000000000
11 3 0.0000000000 0.0000000000
11 4 0.0000000000 0.0000000000
11 5 0.0000008696 0.0000021004
11 6 0.0000013970 0.0000027295
11 7 0.0000018989 0.0000036100
11 8 0.0000020134 0.0000038922
11 9 0.0000022873 0.0000039186
11 10 0.0000017309 0.0000031310
11 11 0.0000000000 0.0000000000
11 12 0.0000000000 0.0000000000
11 13 0.0000000000 0.0000000000
11 14 0.0000000000 0.0000000000
11 15 0.0000000000 0.0000000000
12 0 0.0000000000 0.0000000000
12 1 0.0000000000 0.0000000000
12 2 0.0000000000 0.0000000000
12 3 0.0000000000 0.0000000000
12 4 0.0000000000 0.0000000000
12 5 0.0000000000 0.0000000000
12 6 0.0000000000 0.0000000000
12 7 0.0000000000 0.0000000000
12 8 0.0000000000 0.0000000000
12 9 0.0000000000 0.0000000000
12 10 0.0000000000 0.0000000000
12 11 0.0000000000 0.0000000000
12 12 0.0000000000 0.0000000000
12 13 0.0000000000 0.0000000000
12 14 0.0000000000 0.0000000000
12 15 0.0000000000 0.0000000000
13 0 0.0000000000 0.0000000000
13 1 0.0000000000 0.0000000000
13 2 0.0000000000 0.0000000000
13 3 0.0000000000 0.0000000000
13 4 0.0000000000 0.0000000000
13 5 0.0000000000 0.0000000000
13 6 0.0000000000 0.0000000000
13 7 0.0000000000 0.0000000000
13 8 0.0000000000 0.0000000000
13 9 0.0000000000 0.0000000000
13 10 0.0000000000 0.0000000000
13 11 0.0000000000 0.0000000000
13 12 0.0000000000 0.0000000000
13 13 0.0000000000 0.0000000000
13 14 0.0000000000 0.0000000000
13 15 0.0000000000 0.0000000000
14 0 0.0000000000 0.0000000000
14 1 0.0000000000 0.0000000000
14 2 0.0000000000 0.0000000000
14 3 0.0000000000 0.0000000000
14 4 0.0000000000 0.0000000000
14 5 0.0000000000 0.0000000000
14 6 0.0000000000 0.0000000000
14 7 0.0000000000 0.0000000000
14 8 0.0000000000 0.0000000000
14 9 0.0000000000 0.0000000000
14 10 0.0000000000 0.0000000000
14 11 0.0000000000 0.0000000000
14 12 0.0000000000 0.0000000000
14 13 0.0000000000 0.0000000000
14 14 0.0000000000 0.0000000000
14 15 0.0000000000 0.0000000000
15 0 0.0000000000 0.0000000000
15 1 0.0000000000 0.0000000000
15 2 0.0000000000 0.0000000000
15 3 0.0000000000 0.0000000000
15 4 0.0000000000 0.0000000000
15 5 0.0000000000 0.0000000000
15 6 0.0000000000 0.0000000000
15 7 0.0000000000 0.0000000000
15 8 0.0000000000 0.0000000000
15 9 0.0000000000 0.0000000000
15 10 0.0000000000 0.0000000000
15 11 0.0000000000 0.0000000000
15 12 0.0000000000 0.0000000000
15 13 0.0000000000 0.0000000000
15 14 0.0000000000 0.0000000000
15 15 0.0000000000 0.0000000000
